kode_kelurahan,kode_kecamatan,kode_kabupaten,kode_provinsi,name
2006,11,23,33,Tempelsari
2007,11,23,33,Campurejo
2008,11,23,33,Bojong
2009,11,23,33,Bendungan
2010,11,23,33,Simpar
2011,11,23,33,Tlogo
2001,12,23,33,Candiroto
2002,12,23,33,Lempuyang
2003,12,23,33,Canggal
2004,12,23,33,Kentengsari
2005,12,23,33,Ngabeyan (Ngabean)
2006,12,23,33,Bantir
2007,12,23,33,Krawitan
2008,12,23,33,Muntung
2009,12,23,33,Batursari
2010,12,23,33,Mento
2011,12,23,33,Muneng
2012,12,23,33,Plosogaden
2013,12,23,33,Sidoharjo
2014,12,23,33,Gunungpayung
1001,13,23,33,Kranggan
2002,13,23,33,Badran
2003,13,23,33,Bengkal
2004,13,23,33,Pare
2005,13,23,33,Nguwet
2006,13,23,33,Ngropoh
2007,13,23,33,Pendowo
2008,13,23,33,Sanggrahan
2009,13,23,33,Klepu
2010,13,23,33,Kemloko
2011,13,23,33,Gentan
2012,13,23,33,Kramat
2013,13,23,33,Purwosari
2001,14,23,33,Tlogomulyo
2002,14,23,33,Candisari
2003,14,23,33,Sriwungu
2004,14,23,33,Langgeng
2005,14,23,33,Tanjungsari
2006,14,23,33,Losari
2007,14,23,33,Balerejo
2008,14,23,33,Kerokan
2009,14,23,33,Legoksari
2010,14,23,33,Tlilir
2011,14,23,33,Gedegan
2012,14,23,33,Pagersari
2001,15,23,33,Selopampang
2002,15,23,33,Tanggulanom
2003,15,23,33,Jetis
2004,15,23,33,Salamrejo
2005,15,23,33,Ngaditirto
2006,15,23,33,Bulan
2007,15,23,33,Kacepit (Kecepit)
2008,15,23,33,Gambasan
2009,15,23,33,Bumiayu
2010,15,23,33,Kebonagung
2011,15,23,33,Bagusan
2012,15,23,33,Plumbon
2001,16,23,33,Bansari
2002,16,23,33,Mojosari
2003,16,23,33,Rejosari
2004,16,23,33,Gunungsari
2005,16,23,33,Balesari
2006,16,23,33,Purborejo
2007,16,23,33,Tlogowero
2008,16,23,33,Mranggen Kidul
2009,16,23,33,Mranggen Tengah
2010,16,23,33,Candisari
2011,16,23,33,Campuranom
2012,16,23,33,Gentingsari
2013,16,23,33,Tanurejo
2001,17,23,33,Kledung
2002,17,23,33,Kalirejo
2003,17,23,33,Paponan
2004,17,23,33,Jeketro
2005,17,23,33,Kwadungan Gunung
2006,17,23,33,Kwadungan Jurang
2007,17,23,33,Tlahab (Tlahap)
2008,17,23,33,Petarangan
2009,17,23,33,Canggal
2010,17,23,33,Jambu
2011,17,23,33,Kruwisan
2012,17,23,33,Batursari
2013,17,23,33,Tuksari
2001,18,23,33,Bejen
2002,18,23,33,Banjarsari
2003,18,23,33,Jlegong
2004,18,23,33,Prangkokan
2005,18,23,33,Lowungu
2006,18,23,33,Larangan Luwok
2007,18,23,33,Congkrang
2008,18,23,33,Kebondalem
2009,18,23,33,Kemuning
2010,18,23,33,Selosabrang
2011,18,23,33,Tanjungsari (Tanjung Sari)
2012,18,23,33,Petung
2013,18,23,33,Duren
2014,18,23,33,Ngaliyan
2001,19,23,33,Wonoboyo
2002,19,23,33,Peteken (Pateken)
2003,19,23,33,Pitrosari
2004,19,23,33,Purwosari
2005,19,23,33,Kebonsari
2006,19,23,33,Semen
2007,19,23,33,Tening
2008,19,23,33,Wonocoyo
2009,19,23,33,Pesantren
2010,19,23,33,Rejosari
2011,19,23,33,Tawangsari
2012,19,23,33,Cemoro
2013,19,23,33,Wates
2001,20,23,33,Gemawang
2002,20,23,33,Muncar
2003,20,23,33,Kemiriombo
2004,20,23,33,Ngadisepi
2005,20,23,33,Krempong
2006,20,23,33,Sucen
2007,20,23,33,Karangseneng
2008,20,23,33,Banaran
2009,20,23,33,Kalibanger
2010,20,23,33,Jambon
2001,01,24,33,Blumah
2002,01,24,33,Kediten
2003,01,24,33,Tlogopayung
2004,01,24,33,Wonodadi
2005,01,24,33,Manggungmangu
2006,01,24,33,Tirtomulyo
2007,01,24,33,Karanganyar
2008,01,24,33,Jurangagung
2009,01,24,33,Jati
2010,01,24,33,Wadas
2011,01,24,33,Bendosari
2012,01,24,33,Mojoagung
2002,02,24,33,Getasblawong (Getas Blawong)
2003,02,24,33,Parakan Sebaran
2004,02,24,33,Petung
2005,02,24,33,Krikil
2006,02,24,33,Pucakwangi
2007,02,24,33,Pageruyung
2008,02,24,33,Tambahrejo
2009,02,24,33,Gebangan
2010,02,24,33,Surokonto Wetan
2011,02,24,33,Bangunsari
2012,02,24,33,Kebongembong
2013,02,24,33,Surokonto Kulon
2014,02,24,33,Pagergunung
2015,02,24,33,Gondoharum
2001,03,24,33,Gentinggunung (Genting Gunung)
2002,03,24,33,Bringinsari
2003,03,24,33,Purwosari (Purwo Sari)
2004,03,24,33,Ngargosari
2005,03,24,33,Pesaren
2006,03,24,33,Tamanrejo (Taman Rejo)
2007,03,24,33,Harjodowo
2008,03,24,33,Peron
2009,03,24,33,Damarjati
2010,03,24,33,Mulyosari
2011,03,24,33,Kalipakis
2012,03,24,33,Trimulyo
2013,03,24,33,Selokaton
2014,03,24,33,Ngadiwarno
2015,03,24,33,Tampingwinarno (Tamping Winarno)
2016,03,24,33,Kebumen
2017,03,24,33,Sukorejo
2018,03,24,33,Kalibogor
2001,04,24,33,Pakisan
2002,04,24,33,Plososari
2003,04,24,33,Mlatiharjo
2004,04,24,33,Wirosari
2005,04,24,33,Pagersari
2006,04,24,33,Selo
2007,04,24,33,Curugsewu
2008,04,24,33,Gedong
2009,04,24,33,Sukomangli
2010,04,24,33,Kalibareng
2011,04,24,33,Kalilumpang
2012,04,24,33,Kalices
2013,04,24,33,Sidokumpul
2014,04,24,33,Sidodadi
2001,05,24,33,Cening
2002,05,24,33,Sukodadi
2003,05,24,33,Kaliputih
2004,05,24,33,Getas
2005,05,24,33,Banyuringin
2006,05,24,33,Kedungsari
2007,05,24,33,Ngareanak
2008,05,24,33,Singorojo
2009,05,24,33,Cacaban
2010,05,24,33,Kalirejo
2011,05,24,33,Merbuh
2012,05,24,33,Trayu
2013,05,24,33,Kertosari
2001,06,24,33,Kedungboto
2002,06,24,33,Peron
2003,06,24,33,Gondang
2004,06,24,33,Pakis
2005,06,24,33,Sumberahayu (Sumber Rahayu)
2006,06,24,33,Tambahsari
2007,06,24,33,Limbangan
2008,06,24,33,Pagertoyo
2009,06,24,33,Sriwulan
2010,06,24,33,Tabet
2011,06,24,33,Ngesrepbalong
2012,06,24,33,Gonoharjo
2013,06,24,33,Jawisari
2014,06,24,33,Margosari
2015,06,24,33,Tamanrejo
2016,06,24,33,Pagerwojo
2001,07,24,33,Medono
2002,07,24,33,Pasigitan
2003,07,24,33,Banjarejo
2004,07,24,33,Leban
2005,07,24,33,Kliris
2006,07,24,33,Puguh
2007,07,24,33,Ngabean
2008,07,24,33,Karangmanggis
2009,07,24,33,Kaligading
2010,07,24,33,Purwogondo
2011,07,24,33,Blimbing
2012,07,24,33,Salamsari
2013,07,24,33,Tampingan
2014,07,24,33,Campurejo
2015,07,24,33,Boja
2016,07,24,33,Bebengan
2017,07,24,33,Meteseh (Metesih)
2018,07,24,33,Trisobo
2003,08,24,33,Sumberejo
2004,08,24,33,Nolokerto
2009,08,24,33,Kumpulrejo
2010,08,24,33,Karangtengah
2011,08,24,33,Sarirejo
2012,08,24,33,Krajankulon
2013,08,24,33,Kutoharjo
2014,08,24,33,Wonorejo
2015,08,24,33,Mororejo
2001,09,24,33,Tunggulsari
2002,09,24,33,Sumur
2003,09,24,33,Blorok
2004,09,24,33,Penjalin
2005,09,24,33,Kertomulyo
2006,09,24,33,Sidorejo
2007,09,24,33,Tosari
2008,09,24,33,Rejosari
2009,09,24,33,Turunrejo
2010,09,24,33,Purwokerto
2011,09,24,33,Brangsong
2012,09,24,33,Kebonadem (Kebon Adem)
2001,10,24,33,Margomulyo
2002,10,24,33,Tegorejo
2003,10,24,33,Pesawahan
2004,10,24,33,Pekuncen
2005,10,24,33,Puguh
2006,10,24,33,Dawungsari
2007,10,24,33,Pucangrejo (Pucang Rejo)
2008,10,24,33,Gubugsari
2009,10,24,33,Pegandon
2010,10,24,33,Penanggulan
2011,10,24,33,Wonosari
2012,10,24,33,Karangmulyo
2001,11,24,33,Sedayu
2002,11,24,33,Pamriyan
2003,11,24,33,Jenarsari
2004,11,24,33,Poncorejo
2005,11,24,33,Gebang
2006,11,24,33,Krompaan
2007,11,24,33,Gemuhblanten
2008,11,24,33,Tamangede
2009,11,24,33,Lumansari
2010,11,24,33,Johorejo
2011,11,24,33,Tlahab
2012,11,24,33,Pucangrejo
2013,11,24,33,Sojomerto
2014,11,24,33,Triharjo
2015,11,24,33,Cepokomulyo
2016,11,24,33,Galih
2001,12,24,33,Sidomukti
2002,12,24,33,Penyangkringan
2003,12,24,33,Bumiayu
2004,12,24,33,Manggungsari
2005,12,24,33,Sumberagung
2006,12,24,33,Ngasinan
2007,12,24,33,Weleri
2008,12,24,33,Nawangsari
2009,12,24,33,Karangdowo
2010,12,24,33,Penaruban
2011,12,24,33,Sambongsari
2012,12,24,33,Karanganom
2013,12,24,33,Payung
2014,12,24,33,Pucuksari
2015,12,24,33,Tratemulyo
2016,12,24,33,Montongsari
2001,13,24,33,Pandes
2002,13,24,33,Podosari
2003,13,24,33,Botomulyo
2004,13,24,33,Cepiring
2005,13,24,33,Damarsari
2006,13,24,33,Karangayu
2007,13,24,33,Karangsuno
2008,13,24,33,Gondang
2009,13,24,33,Sidomulyo
2010,13,24,33,Juwiring
2011,13,24,33,Kaliayu
2012,13,24,33,Kalirandugede (Kalirandu Gede)
2013,13,24,33,Korowelangkulon (Korowelang Kulon)
2014,13,24,33,Korowelanganyar (Korowelang Anyar)
2015,13,24,33,Margorejo
2001,14,24,33,Bulugede
2002,14,24,33,Margosari
2003,14,24,33,Donosari
2004,14,24,33,Lanji
2005,14,24,33,Tambakrejo
2006,14,24,33,Kebonharjo
2007,14,24,33,Purwokerto
2008,14,24,33,Jambearum
2009,14,24,33,Purwosari
2010,14,24,33,Sukolilan
2011,14,24,33,Bangunrejo
2012,14,24,33,Kumpulrejo
2013,14,24,33,Magersari
2014,14,24,33,Wonosari
2015,14,24,33,Pidodowetan (Pidodo Wetan / Widodo Wetan)
2016,14,24,33,Pidodokulon (Pidodo Kulon / Widodo Kulon)
2017,14,24,33,Bangunsari
2018,14,24,33,Kartikajaya
1001,15,24,33,Candiroto
1002,15,24,33,Sukodono
1003,15,24,33,Jotang
1004,15,24,33,Trompo
1005,15,24,33,Ketapang
1006,15,24,33,Kebondalem
1007,15,24,33,Kalibutuwetan (Kalibuntu Wetan)
1008,15,24,33,Sijeruk
1009,15,24,33,Tunggulrejo
1010,15,24,33,Jetis
1011,15,24,33,Bugangin
1012,15,24,33,Langenharjo
1013,15,24,33,Pekauman (Pakauman)
1014,15,24,33,Patukangan
1015,15,24,33,Pegulon
1016,15,24,33,Banyutowo
1017,15,24,33,Karangsari (Karang Sari)
1018,15,24,33,Ngilir
1019,15,24,33,Bandengan
1020,15,24,33,Balok
2001,16,24,33,Wonotenggang
2002,16,24,33,Pojoksari
2003,16,24,33,Randusari
2004,16,24,33,Karangsari
2005,16,24,33,Parakan
2006,16,24,33,Tambaksari
2007,16,24,33,Jatipurwo
2008,16,24,33,Rowosari
2009,16,24,33,Tanjungsari
2010,16,24,33,Tanjunganom
2011,16,24,33,Sendangdawuhan
2012,16,24,33,Kebonsari
2013,16,24,33,Bulak
2014,16,24,33,Gebanganom
2015,16,24,33,Gempolsewu
2016,16,24,33,Sendangsikucing (Sendang Sikucing)
2001,17,24,33,Truko
2002,17,24,33,Lebosari
2003,17,24,33,Kadilangu
2004,17,24,33,Gembonganomwetan (Gebanganom Wetan)
2005,17,24,33,Kaliyoso
2006,17,24,33,Sukodadi
2007,17,24,33,Sendangkulon
2008,17,24,33,Sendangdawung
2009,17,24,33,Laban
2010,17,24,33,Karangmalangwetan (Karangmalang Wetan)
2011,17,24,33,Jungsemi
2012,17,24,33,Kangkung
2013,17,24,33,Tanjungmojo
2014,17,24,33,Rejosari
2015,17,24,33,Kalirejo
2001,18,24,33,Ngerjo
2002,18,24,33,Kedungsari (Kedungasri)
2003,18,24,33,Kedunggading
2004,18,24,33,Ringinarum
2005,18,24,33,Ngawensari
2006,18,24,33,Tejorejo
2007,18,24,33,Wungurejo
2008,18,24,33,Rowobranten
2009,18,24,33,Caruban
2010,18,24,33,Mojo
2011,18,24,33,Purworejo
2012,18,24,33,Pegerdawung (Pagerdawung)
2001,19,24,33,Dempelrejo
2002,19,24,33,Putatgede
2003,19,24,33,Jatirejo
2004,19,24,33,Winong
2005,19,24,33,Rejosari
2006,19,24,33,Sumbersari
2007,19,24,33,Bojonggede
2008,19,24,33,Kebonagung
2009,19,24,33,Ngampel Kulon
2010,19,24,33,Ngampel Wetan
2011,19,24,33,Sudipayung
2012,19,24,33,Banyuurip
2001,20,24,33,Jeruk Giling (Jerukgiling)
2002,20,24,33,Kedungsuren
2003,20,24,33,Darupono (Derupono)
2004,20,24,33,Protomulyo
2005,20,24,33,Magelung
2006,20,24,33,Plantaran
2007,20,24,33,Sukomulyo
2008,20,24,33,Sidomakmur
2001,01,25,33,Silurah
2002,01,25,33,Sodong
2003,01,25,33,Gringgingsari
2004,01,25,33,Kedungmalang
2005,01,25,33,Sendang
2006,01,25,33,Wonotunggal
2007,01,25,33,Brokoh
2008,01,25,33,Wates
2009,01,25,33,Brayo
2010,01,25,33,Kemligi
2011,01,25,33,Sigayam
2012,01,25,33,Kreyo
2013,01,25,33,Siwatu
2014,01,25,33,Dringo
2015,01,25,33,Penangkan
2001,02,25,33,Tombo
2002,02,25,33,Wonomerto
2003,02,25,33,Wonodadi
2004,02,25,33,Pesalakan
2005,02,25,33,Binangun
2006,02,25,33,Sidayu
2007,02,25,33,Toso
2010,02,25,33,Kluwih
2011,02,25,33,Wonokerto
2012,02,25,33,Bandar
2013,02,25,33,Tumbrep
2014,02,25,33,Tambahrejo
2015,02,25,33,Puncanggading (Pucanggading)
2016,02,25,33,Candi
2018,02,25,33,Wonosegoro
2019,02,25,33,Simpar
2020,02,25,33,Batiombo
2001,03,25,33,Gerlang
2002,03,25,33,Kalitengah
2003,03,25,33,Kembanglangit
2004,03,25,33,Gondang
2005,03,25,33,Bismo
2006,03,25,33,Keteleng
2007,03,25,33,Kalisari
2009,03,25,33,Besani
2010,03,25,33,Wonobodro
2011,03,25,33,Bawang
2012,03,25,33,Pesantren
2013,03,25,33,Kambangan (Kembangan)
2014,03,25,33,Keputon
2015,03,25,33,Blado
2016,03,25,33,Cokro
2017,03,25,33,Selopajang Barat
2020,03,25,33,Kalipancur
2021,03,25,33,Selopajang Timur
2001,04,25,33,Pacet
2002,04,25,33,Mojotengah
2003,04,25,33,Cablikan
2004,04,25,33,Ngroto
2005,04,25,33,Ngadirejo
2006,04,25,33,Reban
2007,04,25,33,Tambakboyo
2008,04,25,33,Adinuso
2009,04,25,33,Kumesu (Kemesu)
2010,04,25,33,Kepundung
2011,04,25,33,Padomasan
2012,04,25,33,Semampir
2013,04,25,33,Wonosobo
2014,04,25,33,Sojomerto
2015,04,25,33,Karanganyar
2016,04,25,33,Polodoro
2017,04,25,33,Kalisari
2018,04,25,33,Sukomangli
2019,04,25,33,Wonorojo
2001,05,25,33,Pranten
2002,05,25,33,Deles
2003,05,25,33,Gunungsari
2004,05,25,33,Jambangan
2005,05,25,33,Kebaturan
2006,05,25,33,Kalirejo
2007,05,25,33,Sangubanyu
2008,05,25,33,Wonosari (Wono Sari)
2009,05,25,33,Jlamprang
2010,05,25,33,Bawang
2011,05,25,33,Candigugur
2012,05,25,33,Pangempon
2013,05,25,33,Sidoharjo
2014,05,25,33,Surjo
2015,05,25,33,Soka
2016,05,25,33,Sibebek
2017,05,25,33,Getas
2018,05,25,33,Pasusukan
2019,05,25,33,Candirejo
2020,05,25,33,Purbo
2002,06,25,33,Sendang
2003,06,25,33,Banteng
2004,06,25,33,Sumurbanger
2005,06,25,33,Margosono
2006,06,25,33,Sidalang
2007,06,25,33,Plosowangi
2008,06,25,33,Wanar
2009,06,25,33,Gondo
2010,06,25,33,Rejosari Barat
2011,06,25,33,Boja
2012,06,25,33,Pujut
2013,06,25,33,Tersono
2014,06,25,33,Tanjungsari
2015,06,25,33,Kebumen
2016,06,25,33,Harjowinangun Barat
2017,06,25,33,Tegalombo
2020,06,25,33,Kranggan
2021,06,25,33,Satriyan
2022,06,25,33,Harjowinangun Timur
2023,06,25,33,Rejosari Timur
2005,07,25,33,Surodadi
2006,07,25,33,Sentul
2007,07,25,33,Plelen
2008,07,25,33,Kutosari
2009,07,25,33,Mentosari
2010,07,25,33,Gringsing
2011,07,25,33,Yosorejo
2012,07,25,33,Krengseng
2013,07,25,33,Sawangan
2014,07,25,33,Ketanggan
2015,07,25,33,Lebo
2016,07,25,33,Kebondalem
2017,07,25,33,Sidorejo
2018,07,25,33,Tedunan
2019,07,25,33,Madugowongjati
2001,08,25,33,Ngaliyan
2002,08,25,33,Sukorejo
2003,08,25,33,Tembok
2004,08,25,33,Donorejo
2005,08,25,33,Sidomulyo
2006,08,25,33,Kalisalak
2007,08,25,33,Limpung
2008,08,25,33,Kepuh
2009,08,25,33,Sempu
2010,08,25,33,Babadan
2011,08,25,33,Plumbon
2012,08,25,33,Amongrogo
2013,08,25,33,Dlisen
2015,08,25,33,Rowosari
2016,08,25,33,Pungangan
2023,08,25,33,Lobang
2024,08,25,33,Wonokerso
2004,09,25,33,Menjangan
2005,09,25,33,Karangtengah
2006,09,25,33,Mangunharjo
2007,09,25,33,Tenggulangharjo
2008,09,25,33,Kalimanggis
2009,09,25,33,Keborangan
2010,09,25,33,Jatisari
2011,09,25,33,Subah
2012,09,25,33,Kumejing
2014,09,25,33,Durenombo
2019,09,25,33,Clapar
2020,09,25,33,Adinuso
2021,09,25,33,Sengon
2023,09,25,33,Gondang
2024,09,25,33,Kuripan
2025,09,25,33,Kemiri Barat
2026,09,25,33,Kemiri Timur
2001,10,25,33,Wringingintung
2002,10,25,33,Sembojo
2003,10,25,33,Posong
2004,10,25,33,Kaliboyo
2005,10,25,33,Simbangdesa
2006,10,25,33,Beji
2007,10,25,33,Tulis
2017,10,25,33,Simbangjati
2018,10,25,33,Kedungsegog
2019,10,25,33,Kenconorejo
2020,10,25,33,Ponowareng
2024,10,25,33,Siberuk
2025,10,25,33,Kebumen
2026,10,25,33,Cluwuk
2027,10,25,33,Jrakahpayung
2028,10,25,33,Jolosekti
2029,10,25,33,Manggis
1013,11,25,33,Watesalit
1014,11,25,33,Proyonanggan Tengah
1015,11,25,33,Kauman
1016,11,25,33,Karangasem Utara
1017,11,25,33,Kasepuhan
1018,11,25,33,Sambong
1019,11,25,33,Proyonanggan Utara
1020,11,25,33,Proyonanggan Selatan
1021,11,25,33,Karangasem Selatan
2001,11,25,33,Rowobelang
2002,11,25,33,Cepokokuning
2003,11,25,33,Pasekaran
2004,11,25,33,Kalisalak
2005,11,25,33,Kecepak
2006,11,25,33,Klidang Wetan
2007,11,25,33,Klidang Lor
2008,11,25,33,Kalipucang Wetan
2009,11,25,33,Kalipucang Kulon
2010,11,25,33,Karanganyar
2011,11,25,33,Denasri Kulon
2012,11,25,33,Denasri Wetan
2001,12,25,33,Pandansari
2002,12,25,33,Kaliwareng
2003,12,25,33,Pejambon
2004,12,25,33,Sariglagah
2005,12,25,33,Pesaren
2006,12,25,33,Sidorejo
2007,12,25,33,Cepagan
2008,12,25,33,Masin
2009,12,25,33,Banjiran
2010,12,25,33,Warungasem
2011,12,25,33,Gapuro
2012,12,25,33,Kalibeluk
2013,12,25,33,Sawahjoho
2014,12,25,33,Candiareng
2015,12,25,33,Lebo
2016,12,25,33,Menguneng
2017,12,25,33,Terban
2018,12,25,33,Sijono
2001,13,25,33,Tegalsari
2002,13,25,33,Kandeman
2003,13,25,33,Bakalan
2004,13,25,33,Lawangaji
2005,13,25,33,Depok
2006,13,25,33,Tragung
2007,13,25,33,Cempereng
2008,13,25,33,Karanganom
2009,13,25,33,Wonokerso
2010,13,25,33,Ujungnegoro
2011,13,25,33,Karanggeneng
2012,13,25,33,Juragan
2013,13,25,33,Botolambat
2001,14,25,33,Pecalungan
2002,14,25,33,Bandung
2003,14,25,33,Gombong
2004,14,25,33,Randu
2005,14,25,33,Siguci
2006,14,25,33,Pretek
2007,14,25,33,Selokarto
2008,14,25,33,Gemuh
2009,14,25,33,Gumawang
2010,14,25,33,Keniten
2001,15,25,33,Banyuputih
2002,15,25,33,Kalibalik
2003,15,25,33,Sembung
2004,15,25,33,Kedawung
2005,15,25,33,Dlimas
2006,15,25,33,Luwung
2008,15,25,33,Penundan
2009,15,25,33,Banaran
2010,15,25,33,Timbang
2011,15,25,33,Bulu
2012,15,25,33,Kalangsono
2001,01,26,33,Klesem
2002,01,26,33,Bodas
2003,01,26,33,Sukoharjo
2004,01,26,33,Gembong
2005,01,26,33,Garungwiyoro
2006,01,26,33,Bojongkoneng
2007,01,26,33,Bubak
2008,01,26,33,Wangkelang
2009,01,26,33,Kandangserang
2010,01,26,33,Luragung
2011,01,26,33,Lambur
2012,01,26,33,Tajur
2013,01,26,33,Trajumas
2014,01,26,33,Karanggondang
2001,02,26,33,Werdi
2002,02,26,33,Winduaji
2003,02,26,33,Krandegan
2004,02,26,33,Lumeneng (Lomeneng)
2005,02,26,33,Tangeran (Tanggeran)
2006,02,26,33,Kaliboja
2007,02,26,33,Kaliombo
2008,02,26,33,Botosari
2009,02,26,33,Sawangan
2010,02,26,33,Paninggaran
2011,02,26,33,Domiyang
2012,02,26,33,Notogiwang
2013,02,26,33,Lambanggelun
2014,02,26,33,Tenogo
2015,02,26,33,Bedagung
2001,03,26,33,Tembelangunung (Tembelang Gunung)
2002,03,26,33,Pamutuh
2003,03,26,33,Depok
2004,03,26,33,Wonosido
2005,03,26,33,Timbangsari
2006,03,26,33,Sidomulyo
2007,03,26,33,Kutorembet
2008,03,26,33,Lebakbarang
2009,03,26,33,Kapundutan
2010,03,26,33,Bantarkulon (Bantar Kulon)
2011,03,26,33,Mendolo
2001,04,26,33,Simego
2002,04,26,33,Gumelem
2003,04,26,33,Tlogohendro
2004,04,26,33,Yosorejo
2005,04,26,33,Curugmuncar
2006,04,26,33,Songgodadi
2007,04,26,33,Tlogopakis
2008,04,26,33,Kasimpar
2009,04,26,33,Kayupuring
2001,05,26,33,Mesoyi
2002,05,26,33,Jolotigo
2003,05,26,33,Sengare
2004,05,26,33,Donowangun
2005,05,26,33,Talun
2006,05,26,33,Banjarsari
2007,05,26,33,Kalirejo
2008,05,26,33,Batursari
2009,05,26,33,Karangasem
2010,05,26,33,Krompeng
2001,06,26,33,Pungangan
2002,06,26,33,Sidoharjo
2003,06,26,33,Lemahabang (Lemah Abang)
2004,06,26,33,Rogoselo
2005,06,26,33,Harjosari
2006,06,26,33,Larikan
2007,06,26,33,Sawangan
2008,06,26,33,Dororejo
2009,06,26,33,Randusari
2010,06,26,33,Kutosari
2011,06,26,33,Wringinagung (Wringin Agung)
2012,06,26,33,Kalimojosari
2013,06,26,33,Bligorejo
2014,06,26,33,Doro
2001,07,26,33,Gutomo
2002,07,26,33,Limbangan
2003,07,26,33,Karanggondang (Karang Gondang)
2004,07,26,33,Lolong
2005,07,26,33,Pedawang
2006,07,26,33,Pododadi
2007,07,26,33,Legokalong (Legok Kalong)
2008,07,26,33,Karangsari
2009,07,26,33,Kulu
2010,07,26,33,Banjarejo
2011,07,26,33,Wonosari
2012,07,26,33,Sokosari (Sukosari)
2013,07,26,33,Sidomukti
2014,07,26,33,Kayugeritan
2015,07,26,33,Kutosari
1016,08,26,33,Kajen
2001,08,26,33,Tambakroto
2002,08,26,33,Kutorojo
2003,08,26,33,Linggoasri
2004,08,26,33,Brengkolang
2005,08,26,33,Pringsurat
2006,08,26,33,Sukoyoso (Sokoyoso)
2007,08,26,33,Sinangohprendeng (Sinangoh Prendeng)
2008,08,26,33,Kajongan
2009,08,26,33,Pekiringanageng (Pekiringan Ageng)
2010,08,26,33,Gandarum
2011,08,26,33,Sabarwangi
2012,08,26,33,Kalijoyo
2013,08,26,33,Wonorejo
2014,08,26,33,Pekiringanalit (Pekiringan Alit)
2015,08,26,33,Kutorejo
2017,08,26,33,Nyamok
2018,08,26,33,Tanjungkulon (Tanjung Kulon)
2019,08,26,33,Tanjungsari
2020,08,26,33,Gejlig
2021,08,26,33,Kebonagung (Kebon Agung)
2022,08,26,33,Sangkanjoyo (Sangkan Joyo)
2023,08,26,33,Salit
2024,08,26,33,Sambiroto
2025,08,26,33,Rowolaku
2001,09,26,33,Windurojo
2002,09,26,33,Ujungnegoro (Ujung Negoro)
2003,09,26,33,Brondong
2004,09,26,33,Podosari
2005,09,26,33,Langensari
2006,09,26,33,Jagung
2007,09,26,33,Kwasen
2008,09,26,33,Karyomukti
2009,09,26,33,Kesesi
2010,09,26,33,Srinahan
2011,09,26,33,Kaibahan
2012,09,26,33,Karangrejo
2013,09,26,33,Watugajah
2014,09,26,33,Watupayung
2015,09,26,33,Krandon
2016,09,26,33,Ponolawen
2017,09,26,33,Kalimade
2018,09,26,33,Sidomulyo
2019,09,26,33,Sidosari
2020,09,26,33,Mulyorejo
2021,09,26,33,Pantirejo
2022,09,26,33,Kwigaran
2023,09,26,33,Sukorejo
1017,10,26,33,Sragi
2001,10,26,33,Ketanonageng (Ketanon Ageng)
2002,10,26,33,Mrican
2003,10,26,33,Bulaksari
2004,10,26,33,Sumubkidul (Sumub Kidul)
2005,10,26,33,Kalijambe
2006,10,26,33,Sumublor (Sumub Lor)
2007,10,26,33,Krsakageng (Krasakageng)
2008,10,26,33,Sijeruk
2009,10,26,33,Tegalsuruh (Tegal Suruh)
2010,10,26,33,Bulakpelem (Bulak Pelem)
2011,10,26,33,Gebangkerep
2012,10,26,33,Porworejo (Purworejo)
2013,10,26,33,Kedungjaran
2014,10,26,33,Klunjukan
2015,10,26,33,Tegalontar
2016,10,26,33,Purwodadi
2001,11,26,33,Bukur
2002,11,26,33,Kalipancur
2003,11,26,33,Sumurjomblangbogo (Sumur Jomblangbogo)
2004,11,26,33,Pantianom
2005,11,26,33,Randumuktiwaren (Randu Muktiwaren)
2006,11,26,33,Legokclile (Legok Clile)
2007,11,26,33,Bojongwetan (Bojong Wetan)
2008,11,26,33,Duwet
2009,11,26,33,Wangandowo
2010,11,26,33,Ketitangkidul (Ketitang Kidul)
2011,11,26,33,Menjangan
2012,11,26,33,Ketitanglor
2013,11,26,33,Rejosari
2014,11,26,33,Bojonglor
2015,11,26,33,Bojongminggir (Bojong Minggir)
2016,11,26,33,Wiroditan
2017,11,26,33,Kemasan
2018,11,26,33,Jajarwayang (Jajar Wayang)
2019,11,26,33,Babalanlor
2020,11,26,33,Babalankidul (Babalan Kidul)
2021,11,26,33,Karagsari (Karangsari)
2022,11,26,33,Sembungjambu (Sembung Jambu)
2001,12,26,33,Jetakkidul (Jetak Kidul)
2002,12,26,33,Sastrodirjan
2003,12,26,33,Legokgunung (Legok Gunung)
2004,12,26,33,Galangpengampon (Galang Pengampon Gede)
2005,12,26,33,Kwagean
2006,12,26,33,Getas
2007,12,26,33,Rowokembu
2008,12,26,33,Wonopringgo
2009,12,26,33,Sampih
2010,12,26,33,Wonorejo
2011,12,26,33,Gondang
2012,12,26,33,Jetaklengkong (Jetak Lengkong)
2013,12,26,33,Pengadentengah (Pegaden Tengah)
2014,12,26,33,Surobayan (Surabayan)
1013,13,26,33,Pekajangan
1019,13,26,33,Kedungwuni Timur
1020,13,26,33,Kedungwuni Barat
2001,13,26,33,Kedungpatangewu (Kedung Patangewu)
2002,13,26,33,Pakisputih
2003,13,26,33,Rowocacing
2004,13,26,33,Langkap
2005,13,26,33,Tosaran
